"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand","Fiji"
"Denmark",327.51999,25.139999,0.30000001,0.69,0.27000001,0.14,7.0500002,0.0099999998,1.84,2.77,2.04,1.73,1.5599999,0.80000001,1.5,8.9700003,6.48,0.20999999,2.74,4.9699998,66.370003,0.0099999998,0.81,1.62,14.68,1.53,608.95001,2.25,175.52,120.7402,6.2597871,191.03,102.5,33.169998,28.66,0,21.950001,44.77,66.379997,13.58,24.83,136.36,0.34999999,0,7.73,6.54,1.34,2.1500001,4.4899998,35.619999,128.55,700.12,172.91,0,10.52,0,0,0.050000001,0.07,0,0,0,3.26,0,1.6,0.57999998,0.62,2.9300001,0.1,0.33000001,19.74,0.77999997,0.07,0.14,0.75,0.56,0.44999999,1.36,2.9300001,0.16,0,0.07,0.75,0.60000002,0,0.36000001,5.75,0,0.090000004,0.13,0.28999999,0,4.4299998,2.3900001,0.49000001,24.5,0.81,13.54,15.12,0.13,5.1500001,1.84,3.29,0,6.0100002,40.279999,0.090000004,1.0599999,46.700001,0.25999999,10.55,0.1,1.12,0,0.72000003,79.150002,7.27,1.97,5.3400002,1.76,0,0.039999999,1.16,0,0.02,0,0,6.1599998,1.52,3.1099999,14.84,6,4.21,0
"Iceland",12.697,0.32800001,0,0,0,0.0080000004,0.001,0,0.003,0,0.044,0,0,0.013,0.149,0.0040000002,0,0,0.074000001,0.0020000001,1.976,0.001,0,0.001,0.016000001,0,22.351999,0.085000001,9.3470001,2.8521309,0.14786901,4.263,2.2920001,0.98199999,0.53299999,0,0.75700003,2.2920001,0.463,0.052999999,2.549,2.951,0.001,0,0.030999999,0.0099999998,0.0099999998,0.033,0.048,11.119,4.3150001,7.9840002,8.7469997,21.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.0080000004,0.003,0,0,0,0.071999997,0,0.15000001,0.0020000001,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0.02,0,0,0,0.013,0.016000001,0.013,0.017000001,0.014,0,0,0,0.28200001,0,0,0,0,0.001,0.14300001,0,0.028000001,0,0.098999999,4.4489999,0.212,0.037999999,0.024,0.015,0,0,0.050999999,0,0,0,0,0.012,0.0060000001,0.017000001,0.029999999,0.15099999,0.044,0
"Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,2.4000001,0,0.40000001,0.095071003,0.004929,1.4,0,16.290001,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99299997,0,0.147,0,0.059,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia",0.51899999,0.20999999,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0.003,0,6.1269999,0.0089999996,0.65899998,0.33274859,0.0172514,0.83899999,0.033,0.068999998,0.021,0,0.384,0.30899999,0.012,0.278,0.13699999,0.30000001,0.0020000001,0,0.0049999999,0,0.037999999,0.023,0.113,0.76099998,0.0040000002,0.31299999,0.013,0.15700001,0,0,0,0,0.22499999,0,0,0,0.015,0,0,0.003,0.212,0.115,0,0,0.024,0.012,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.27900001,0.0020000001,0,0,0,0,0,0.039000001,0,0,0,0,0,0,0.24600001,0.061999999,0,0.0049999999,0,0.001,0,0,0,0,0,1.615,0,0.086000003,0,0.0070000002,3.3529999,0.13699999,0.182,0.71399999,0.001,0,0,0,0,0,0,0,0.012,0.026000001,0,0,0.0060000001,0.015,0
"Mali",1.668,0.018999999,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0.0040000002,0.764,0.003,1.743,0.94120318,0.048796799,17.218,0.092,0.082999997,0,0,0.49000001,0.017999999,0.017999999,0,0.117,0.81,0,0,0.026000001,0,0,0.013,0.0070000002,5.0599999,0.0099999998,0.07,0.001,0.081,0,0,0.001,0,2.895,0.016000001,0.22400001,0.013,4.3249998,0.043000001,0.014,0.024,0.0060000001,0.206,0.001,0.0040000002,0.0060000001,0.0049999999,0,0,0.0080000004,0.0020000001,0,0.0040000002,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097999997,0.043000001,0.0040000002,0,0,0.104,0,0.024,1.1849999,0.001,0.0099999998,0,0.043000001,0.015,0.0040000002,0.029999999,0.032000002,0,3.244,0,0.016000001,0,0.033,0.60500002,0,0.255,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.003,0,0
"Senegal",9.198,0.40000001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,1.321,0,0,0,0.23999999,0,2.704,0.0099999998,4.5609999,3.8408699,0.19913021,98.996002,1.624,0.68800002,0,0,0,0,0.20900001,0,0,6.217,0,0,0.039999999,0.029999999,0,0,0,0,0.53600001,0.96100003,0.13,0.49000001,0,0,0.052000001,5.3730001,0,0.77999997,2.1029999,0.041999999,10.37,0.039999999,0.003,0.118,0.42300001,0.0049999999,0.054000001,0.64899999,0.014,3.9260001,0,0.0049999999,0.17200001,0.1,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,2.642,0,1.548,3.9560001,0,0,0,0,0,0,0.18000001,0,0.050000001,0,0,0.60000002,0,1.39,0,0,4.4959998,0,0,0,0,0.89999998,0.30599999,0.22,0,0,0,0,0,4.5539999,0,0.0070000002,0,0,0,0,0,0,0,0
"Benin",3.4130001,0.097999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18000001,0,0,0,0,0,0,0,0,0,3.425,0,3.5880001,1.8728991,0.097100601,26.837999,0.30000001,0,0,0,0,0,0.2,0,0,1.936,0,0,0.0099999998,0,0,0,0,0,0.02,0.1,0.079999998,0.25999999,0,0,0,0.024,1.854,0,0,1.346,1.487,0,0.045000002,0.003,0,0.0080000004,1.525,0.037,1.22,0.024,0.0020000001,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34200001,0.38100001,0.17900001,0,0,0,0,0.52100003,0,0,0,0,0.07,0,0,0.34999999,0,0,0.54900002,0,0,0,0,2.2,0.75999999,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0
"Mauritania",7.4910002,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7260001,0,0.56999999,1.730293,0.089707203,18.938,0.1,0.82499999,0,0,0,0,0,0,0,0.89999998,0,0,0,0,0,0,0,0.44,0,0.1,0.0099999998,0.02,0,0,0.0020000001,0.219,3.3310001,0,0,0,0,0,0,1.138,0,0,0,0.0070000002,0,0.97899997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23999999,0.016000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57700002,0,0,0,0,0.033,0,0.20999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",3.1070001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,1.316,0,2.825,0.8936677,0.0463323,26.742001,0.2,0.12800001,0,0,0.18000001,0,0,0,0,0.83600003,0,0,0.0099999998,0,0,0,0,0,0.02,0,0.1,0.039999999,0,0,0,0.023,3.132,0.419,0,0,3.0120001,0,0.027000001,0.001,0,0.184,0.088,0.003,0.84399998,0.026000001,0.033,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.164,0.213,0,0.40000001,0,0,0,0.31999999,0,0,0.0099999998,0,0,0,0,0,0,0,1.724,0,0,0,0,1.7,0.0080000004,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ivory Coast",30.700001,1.03,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,2,0.059999999,0,9.6599998,0.0099999998,18.58,9.564146,0.49585399,179.24001,1.99,0.99000001,0.02,0,0,1.13,0.2,0.66000003,0,25,0,0,0.66000003,0.029999999,0,0,0,0,0.50999999,1.92,2.4100001,1.08,0,0,0.003,11.43,10.28,0.40900001,0,0.61000001,0,0,0.22,0.20100001,0.163,0.050000001,0.185,1.198,0.11,3.51,0,0.0070000002,1.85,0,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,2.3499999,0,2.21,13.42,0.79000002,0,0,0,0,0,0,0,0.079999998,0,1.4299999,0,0,0.12,0,0,0,0,4.0999999,0,0.85000002,9.7200003,1.42,0.47999999,0,0,0,0,0,0.0099999998,0,0,0,0,0.23,0,0,0,0,0
"Guinea",7.3000002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,3.3,0.059999999,1.4,2.947202,0.15279789,20.6,1.54,0,0,0,0,0,0.039999999,0,0,7.9000001,0,0,2.79,0.029999999,0,0,0,0,0.050000001,0.20999999,0.029999999,0.13,0,0,0,0.23999999,0.96600002,0,0,0,0,0,0,0.43200001,0.1,0,0,0.28600001,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.76999998,0,0.0099999998,0,0.011,0,0,0,0,0,0,0,0,0,0,0.40000001,0.055,0.20900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkina Faso",2.1229999,0.016000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41499999,0,0,0,0,0,0,0,0,0,0.70899999,0,1.4119999,0.98873872,0.051261202,21.068001,0.068000004,0.27500001,0,0,0.046999998,0.028999999,0,0,0.035999998,1.005,0,0,0,0,0,0,0,0,0,0.068999998,0.039999999,0.059999999,0,0,0,1.834,1.029,0,0,0.061000001,7.5970001,0,0,0.001,0,0.486,0.035999998,0.0020000001,0.056000002,0,0.001,0,0.41299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098999999,0,0.082999997,0.089000002,0.022,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0.18700001,0,0.273,0,0,0.64499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",46.387001,1.091,0,0,0,0,0,0.0020000001,0.30000001,0,0,0,0,0,0,0,0.92000002,0,0,0,0.23199999,0,0,0,0.037,0,11.063,0.0040000002,16.202,1.749307,0.090692997,3.73,1.664,0.741,0.0060000001,0,0.177,1.643,0.079000004,0.33500001,0.57999998,3.6630001,0.003,0,0.071999997,0.016000001,0,0.022,0.035999998,0.30000001,0.32300001,5.3509998,2.697,1.739,0,0,0,0.125,0.35299999,0.0020000001,0,0,0.64200002,0.119,0.0089999996,0,0.34200001,0.119,0.001,0.003,0.727,0.068999998,0,0,0.023,0.0089999996,0.001,0.041999999,0,0,0,0,0.0040000002,0.0040000002,0,0.259,0.0089999996,0,0,0,0,0,0.222,0,0.001,0,0.003,0.0099999998,0.0049999999,0.001,0.71499997,0.001,0.60000002,0,0.018999999,1.807,0,0,0,0,1.709,0,0.17200001,0,0,12.212,0.61799997,0.048,0,0,0,0,0,0,0,0,0,0.134,8.1000004,0,0.0040000002,0.030999999,0.022,0
"Sierra Leone",10.095,1.276,0,0,0,0.003,0.35800001,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.156,0,0,0,0.045000002,0,34.209,0.086000003,3.9070001,1.787335,0.092664503,4.5380001,0.62099999,0.87300003,0,0,1.773,1.28,0.176,1.619,2.1900001,1.796,0.029999999,0,0.077,0.07,0.119,1.296,0,1.66,0.289,0.88599998,0.082999997,1.2079999,0.001,0,0.117,0.0049999999,0.93900001,0,0,0,0.088,0.027000001,0,0.079999998,0,0.131,0.001,0.361,3.191,0.227,0,0,0,0,0,0.0040000002,0.226,0,0,0,0,0,0.391,1.223,0,0,0,0,0,0,0.112,0,0,0,0.001,0,0.001,0.0020000001,4.9860001,0,0.17900001,0,0.0060000001,0,0,0,0,0,2.78,0,0,0,0,10.811,2.549,0.51999998,0.801,0.021,0,0,0,0,0,0,0,0.146,0.51800001,0,0.001,0.20299999,0.15700001,0
"Ghana",74.204002,4.5440001,0,0,0,6.0770001,0.094999999,0,0.037999999,0,0,0,0.92699999,0,0,0.14399999,7.7270002,0.023,0,0.044,2.4460001,0,0.112,0,0.56199998,0.043000001,97.086998,0.197,16.271999,4.6299591,0.2400406,14.984,5.1350002,6.0819998,0.001,0,0.55400002,2.1670001,1.258,0.68699998,3.177,9.7449999,0.0040000002,0,3.529,0.54100001,0.001,0.54500002,0.824,15.749,0.912,2.0209999,8.2159996,4.369,0.0020000001,0,0.0040000002,3.964,0.26199999,0.14,0.039000001,0.97100002,0.699,0.003,2.543,0.101,0.028999999,0,0.259,0.0080000004,2.5469999,0,0,0,0.115,0.27700001,0.011,0.15700001,0.025,0,0,0.0080000004,0.017999999,0.093000002,0,0,0.023,0,0.26199999,0,0,0,1.653,0.0089999996,3.983,0.011,0.163,0.013,0.093999997,0,1.286,0,1.015,0,2.178,0,0,0,0,0,6.6739998,0,0,0.045000002,2.161,25.257,1.8839999,1.674,0.016000001,0.033,0,0,0.025,0,0,0,0,0.077,0.11,0,0.0040000002,1.034,0.373,0
"Togo",3.6789999,0.333,0.0020000001,0,0,0.001,0.18700001,0,0,0,0,0,0,0,0,0,0.77399999,0,0,0,0.001,0,0,0,0.0099999998,0,8.7299995,0,4.6919999,1.15036,0.059640501,19.024,0.38999999,0.58700001,0.0060000001,0,0.21799999,0.17299999,0.107,0.206,0.30399999,2.4219999,0,0,0.0080000004,0.029999999,0,0.028999999,0.43399999,1.3559999,0.061999999,0.13699999,0.028000001,0.237,0.0040000002,0,0,0.0060000001,0.21600001,0.58499998,0.0040000002,0.44999999,0.49900001,0,0.013,0.033,0.02,2.3529999,0,0.037,0.43599999,0.034000002,0.0040000002,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0.65499997,0.0089999996,0.0049999999,0,0,0.041000001,0,0.454,0.67900002,0.001,0.0070000002,0,0.048999999,0,0.098999999,0.16,0.0049999999,0,1.574,0,0.75300002,0.011,0.026000001,3.8429999,0.117,0.30599999,0,0,0,0,0,0.055,0,0,0,0.0020000001,0,0,0,0.0070000002,0,0
"Cameroon",18.597,1.077,0.0040000002,0,0.003,0.001,0.003,0,0.0020000001,0,0,0,0,0,0,0.0049999999,0.081,0,0,0,0.106,0,0.0080000004,0.001,0.003,0,8.9989996,0.26100001,8.3310003,6.2461672,0.32383311,122.186,0.68300003,2.5179999,0,0,0.59899998,0.75999999,0.12899999,0.72000003,0.44,12.123,0,0.024,0.017000001,0.018999999,0.0099999998,0.023,0.055,0.83200002,0.17200001,0.79100001,0.73699999,0.66500002,0.421,0.014,0,0.003,1.26,0.021,0,0,0.884,5.9860001,0,0.048,0,0.014,0.0089999996,0,0.32800001,9.7969999,0.94499999,0.063000001,2.0469999,0.017999999,0,0.003,0.001,0,0,0,0,0,0.012,0.16,0,0,0,0,0.0049999999,0,0.77999997,0.035999998,0.149,0,0,0.057,0.123,0,0.066,0,0.003,0,0.016000001,0.025,0,0,0,0,1.603,0,1.0880001,0.122,0.35100001,5.744,0.17299999,1.21,0,0,0,0,0.030999999,0.055,0,0.003,0,0.123,0,0.016000001,0.011,0.061999999,0,0
"Nigeria",153.5,7.8000002,0,0.003,0,0.0040000002,1.38,0,0.1,0,0,0,0,0,0,0,0.89999998,0.0040000002,0,0,1,0,0,0,0.1,0.0060000001,324.89999,2.5,37.599998,21.581129,1.118875,35.400002,12.3,2.8,1.11,0,0.40000001,6.5,6,7.4000001,10.5,50.400002,0.44,0,2.4000001,0.89999998,0,2,4.1999998,10.6,4.5,10.1,6.9000001,8.8000002,0.80000001,0,0.037,0.0080000004,1,0.2,0,0.1,2,0,0,0.1,0.2,0.40000001,0.037,0.40000001,0,0.048999999,0,0.92400002,0.001,1.4,0.035,0.30000001,0.011,0,0,0,0.131,0.237,0,0,0,0,0,0,0.1,0.001,0.30000001,1.7,0,0,0,0.1,0.2,0,4.5,0,2.7,0,4.1999998,0.1,0,0.5,0,0,19.700001,0,0,0,6.1999998,66.5,8.5,9.6999998,0.30000001,0.1,0,0,0,0,0,0,0,0.1,3.2,0,0.1,2.3,0.30000001,0
"Gabon",8.9879999,0.56300002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0.0099999998,0,2.714,0,2.618,1.996492,0.1035083,45.334999,0.175,0.96600002,0.0099999998,0,0.071999997,0.003,0,0.059999999,0,1.875,0,0,0,0.001,0,0,0,0,0,0.338,0.31999999,0.104,0.0089999996,0.103,0,0.0099999998,0.86000001,0.016000001,0.071000002,0,0.338,0,0,0,0,0,0.017999999,5.4970002,0.0049999999,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070000002,0,0.71899998,0.089000002,0.050000001,0,0,0,0,0,0,0,0.001,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0.60799998,0,0.23,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"Central African Republic",1.837,0.14300001,0.001,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91000003,0.0089999996,0.97399998,0.99824578,0.051754098,18.444,0.31,0.51300001,0.223,0,0.041999999,0.003,0.0070000002,0.016000001,0.026000001,0.82300001,0,0,0.030999999,0.003,0,0,0.003,0.0020000001,0,0.057999998,0.052999999,0.155,0,0,0,0.0020000001,0.064000003,0.101,0,0,0.106,0,0,0.003,0,0,0.016000001,3.438,0.185,0,0,0.25299999,0,0.33500001,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0.13699999,0.045000002,0.050000001,0,0.493,0.017000001,0,0,0.493,0,0,0,0.0070000002,0.0060000001,0,0,0,0,0.245,0,0.25,0,0,0.68300003,0.024,0.055,0,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0.001,0,0
"Chad",2.51,0.0089999996,0,0,0,0,0.0060000001,0,0.001,0,0,0,0,0,0,0,0.648,0,0,0,0.0080000004,0,0,0,0,0,1.434,0,1.817,1.093317,0.056683101,25.275,0.21699999,0.35600001,0.093000002,0,0.048999999,0.059999999,0.118,0.249,0.022,2.2019999,0,0,0.039000001,0.001,0,0,0.077,0.029999999,0.0020000001,0.13,0.011,0.15700001,0,0,0,0.0049999999,1.24,0,0,0.0060000001,0.117,0.024,0,0.001,0.0020000001,0,0.014,1.65,5.7870002,1.507,1.114,0,5.5380001,0.53500003,0,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0.001,0,0.059,0.043000001,0.011,0.086000003,0.079000004,0.029999999,0.001,0,0.0049999999,0,0.18099999,0,0.001,0,0,0,0,0,0.61000001,0,0.82700002,0,0,0.60900003,0.064000003,0.078000002,0,0.0020000001,0,0,0,0,0,0.003,0,0.001,0,0,0,0.0049999999,0,0
"Congo",3.6270001,0.147,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.0040000002,0.023,0.012,0,0,0,0.02,0,0.015,0,0.79000002,0,1.476,0.02,2.358,2.0725491,0.1074515,31.551001,0.28299999,0.60699999,0.0020000001,0,0.052000001,0.0049999999,0.017999999,0.075999998,0.048999999,1.921,0,0.046,0.0040000002,0.0040000002,0,0,0.014,0.078000002,0.055,0.16599999,0.032000002,0.147,0,0,0,0.0080000004,0.24600001,0.034000002,1.411,0,0.23199999,0,0,0.0020000001,0,0.0060000001,0.0089999996,2.947,0.02,0,0,0.69599998,0,0.141,0,0,0,0,0,0,0,0.20100001,0,0.015,0.18099999,0,0,0,0.0020000001,0,0.127,0.94300002,0.0080000004,0,0,0.056000002,0.001,0,0.023,0,0.0099999998,0,0.0070000002,3.4000001,0,0,0,0,1.131,0,0.018999999,0,0,0.98500001,0.086000003,0.0099999998,0,0.001,0,0,0.001,0.001,0,0.001,0,0.0070000002,0,0,0,0.003,0.001,0
"Democratic Republic of the Congo",57,1.6,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,2.0999999,0,38.700001,0.2,22.200001,123.8776,6.422442,43.200001,7.8000002,6.0999999,4.4000001,0,0.30000001,0.60000002,1.8,0.5,1.7,28.9,0.0099999998,0,0.69999999,0.60000002,0,0,0.30000001,0.2,0.30000001,6.0999999,1.6,4,0.066,0,0.001,0.0020000001,0.30000001,0,0.80000001,0,0.2,0,0,0.028999999,0,0.037999999,0.093999997,0.27000001,3,0,0.2,2.5,0.021,0,1.6,2.5,0.30000001,0.30000001,0.1,0,0.0080000004,3.4000001,7.0999999,0.60000002,0.1,0,0,0,0,0,0.2,0,0.40000001,0,0,10.6,0.2,0,0.039999999,0,0.30000001,0,1.6,6,0,0.5,0,0,0,0,0,0,0,35.900002,0.2,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
