"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Montenegro","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Kosovo","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","South Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Turkmenistan",254.37,14.1173,7.5449,0,0,0,0,0,0,10.5377,0,0,0,2.003,0,0,0,9,0,9,0,9.0089,0,0.0354,0,0,0,0.1455,0.0001,1.8747,9.0002,0,0.0195,0.1703,0,382.3034,1.3239,85.9407,16.2964,2.0328,175.9475,0,0,30.3396,14.4,0,0.7696,552.0769,44.2802,35.0821,23.4833,23.0348,6.0761,282.8568,0,0,74.5297,0.0258,1.729,0.2816,0,0,0,17.7221,39.2606,0.0417,62.7348,2.1494,12.5588,1433.4725,7.8198,10.2058,33.5315,334.6134,343.9909,18.2568,32.4162,4.463,12.1844,28.5846,17.774,9.2532,0.0043,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0,0.0077,2.2188,9,0,0,0,0,0,0,0,0,0,0,0,0.7045,0,9,0,0,0,0,0,10.0127,0.4919,0.0027,0.0378,9,0,0,80.496,1499.4175,9,6.328,0,0.3668,0,4.29,73.6278,0,0.6481,1.1359,3.3174,293.8549,1.516,369.7123,0,114.6731,4.4547,183.3764,3.1502,7634.7018,0.012,43.7491,17.1713,155.1817,61.5361,44.9599,0,2.974,148.6973,0,0.3701,9,0,6.6764,0,0,0,36.5159,19.1306,0,0.1108,0.5145,0,1.008,0,0.1947,0,0,0,0,0,0,0,0,0,0,0
"Tajikistan",57.14,10.631,0,0,9,0,0,0,9.0045,9.0231,0,0,0,0,0,9,0.0398,0,9,0,9,9.0033,0.1017,0.0033,18.5148,0,0,0.3079,0.0003,4.9571,9,9.0163,0.0028,0.0441,0,3.1507,0.0306,3.4929,5.8931,0.0409,12.0571,0,0,0.7968,1.8571,0,0.268,45.5838,16.695,12.5879,5.8871,4.8567,1.7867,0.1958,0,0,0.4786,0.0069,0.0458,0.0507,0,4.0166,0,6.6059,28.4793,0,4.1454,2.1127,0.4517,758.9131,1.3416,9.8255,90.902,62.2961,27.8248,0.7123,8.7036,15.0964,4.6866,0.898,19.5637,1.0692,0,0,0,0,0.0996,0,0,9,0,0.0775,0,0,0,0,9,9,9,9,0,0.0013,0,9,0,0,0,9,0,0,9,0,0,0.9635,0,0,9.038,0,0,9,0,0.1412,0,9,0,9,0,0,0,9,0,84.459,0.1003,0,9.001,0,133.6208,59.3763,1.8412,1.2526,0.1431,0.116,0.0785,1.32,0.1233,0,0.0709,0,0.0899,78.8181,0.0889,21.6649,114.6731,0,9.6552,76.5843,516.8668,1974.5712,1.18,42.6593,0,48.5422,0.327,49.0009,0,13.4344,73.6403,0,0.1458,9,0,2.0792,0,0.0162,0,6.0452,1.0387,0,0.0029,1.4551,0,1.986,0,0.7837,0,0,0,0,0,0,0,0,0,0,0
"Kyrgyzstan",113.11,15.6197,0.0014,0.0656,9,9.0287,9.0014,9,0,9.0055,9.1325,0,0,0,9,1.3143,9,0,0.0027,9,0,0.0002,0,0.0264,0.0323,0,0,3.9726,0.0001,11.3102,9,0,0.2406,0.2797,0,4.0171,0.0505,36.6954,10.189,0.2766,26.6676,0,0,19.2061,8.4078,0,0.5237,108.3641,72.1221,18.5339,14.1301,9.0652,2.1076,23.4028,0,5.4138,0.3019,0.3104,1.296,0.1117,0,0.0467,9,12.5142,0.1335,0.0886,3.3192,3.2826,3.9667,2122.2593,12.2846,18.9108,94.9253,136.4615,95.2954,1.0988,7.7686,12.2699,4.3688,5.3521,0.8237,2.5012,0,0,0,0,0,0,9.3675,9,0,9,9,0.0099,9,9,0,0,0,0,0,9.0076,9,9,0,0,9,0,0.2111,0,0,0,9,0,9,0,0,0,0,0,9.0027,1.0902,0,0,9,0,0,0,0,9.0027,0,0.0083,0.0002,0,9.0041,0,5.4758,390.2051,0.9324,0,1.5843,0.3779,0.003,3.1,0.1278,0,9,0.014,0.1504,71.0144,0,68.2694,4.4547,9.6552,0,130.1237,429.8773,5527.8767,2.6494,3.1524,0,179.749,109.763,40.2336,0,2.0333,0.4623,0,5.3948,9,9,0.0367,0.0123,0.0997,0,5.4879,3.6096,9,0.111,0.4361,0,2.9994,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
"Uzbekistan",326.3,4.1306,0,0,0,0,0,0.0719,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0.0433,0,0.756,0,0,0,2.1975,0.2987,50.8706,0,0,0.3261,20.2396,0.0902,34.8411,1.6543,85.7292,56.6132,5.0493,157.1653,0,0,95.066,18.1769,0,11.0109,584.4379,131.1976,97.8287,76.7997,89.7488,19.9146,106.0203,0,0.0001,0.0027,0.0748,0.5493,1.4173,0,0,0,41.8877,5.2008,0.0016,23.9484,1.405,14.7342,1827.4159,13.943,85.306,86.089,295.6582,67.6679,0.8211,9.5051,0.9768,30.5385,75.309,0.7951,10.8068,0,0,0,0,0,0,0,0,0,0,0,0.1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.3627,0,0,0,0,0,0,0,0,0.399,0.0075,0.7536,0,0,0,150.0636,196.6382,0,5.3756,0,0.8348,0.0317,26.61,3.5955,0,9,11.1034,0,0,0,0,183.3764,76.5843,130.1237,0,571.0389,970.8194,0.1232,6.9392,0,2111.7452,34.1464,89.0468,0,2.0074,554.5997,0,36.922,9,0,107.2817,9,0,0,75.2419,20.6749,0,1.3703,13.5361,0,3.8476,0,5.1884,0,0,0,0,0,0,0,0,0,0,0
"Kazakhstan",223.13,2586.8068,0.041,0.6199,0.0022,0.397,0.0158,35.2109,0.4836,0.0116,0,0.0077,9,0.0414,0.0217,107.9045,0.001,0.0002,0,0.0017,0.0111,0.0257,0,2.0236,0.0208,0.0438,0.0002,14.4715,0.6132,53.0663,0.258,12.9693,0.0518,45.9386,13.7164,32.4451,57.6365,606.3764,80.4686,9.2846,6137.7888,0,0,1024.9019,1757.9733,0,721.9112,3112.5859,65.4611,1302.1347,178.2535,203.8427,66.3382,3857.9324,0,0.0517,7.0815,0.0085,2.1961,421.2227,0,1.0854,0,87.4323,1882.5038,13.3202,10.4345,10.4523,2334.9437,13508.7521,61.7365,64.3162,397.2113,1649.0043,875.0688,7.2823,58.7054,236.1056,405.3895,110.7309,31.4102,9.5461,0.1596,0,0,9,0.2273,0.0252,0.3747,3.9607,0.0045,0.6814,0,0.1655,0.0021,0,0.0205,0.0685,28.7295,0,0.0015,1.2023,0.02,0.0061,0,0.006,17.1242,1.0775,54.5929,3.4146,0.0079,15.5529,0.0714,0,0.0286,9,0.0933,2.4971,0.0809,4.1516,1.4292,2.2041,7.2273,0.0242,9,0.0167,0.3906,0,0.0087,0.1483,2.9669,7.2851,16.3824,3.2332,81.8984,0,632.5077,616.7522,3.8442,7.2478,2.141,31.9691,14.747,95.96,13.3375,86.9399,0.5934,1.3587,5.1035,69.2272,1.3598,354.269,3.1502,516.8668,429.8773,571.0389,0,2208.829,56.2902,128.6646,0.2794,932.8537,127.4303,136.6768,0,6.6559,22.8075,0.4431,5.127,0.0009,0.1086,43.9166,4.083,0.0799,5.236,57.9385,26.9541,0.0115,0.3975,9.6191,0,37.2798,0.2847,0.5097,0.0002,0.005,0,0,9,0,0.0224,0,0,0,0
"China",289904.88,30606.123,375.225,964.7157,365.5915,1778.6622,690.0664,235.1378,65.5396,25.1992,8.618,24.1758,27.8127,245.2755,17.1284,56938.684,127.6938,1449.9696,241.567,687.1827,536.9385,4910.958,979.6609,6783.7781,6210.6455,132.3574,0.8777,2902.4369,669.5253,14416.386,978.4629,3463.0964,5512.481,4968.8004,167.9363,29837.309,2124.2036,60076.059,4780.689,1348.4196,2560.398,0,0,52637.04,12280.5929,0,296.4471,24556.958,8466.3946,340.3027,3703.9702,6945.3655,205.3128,5913.185,0,775.377,120.2661,165.8327,25.4865,1153.5789,0,90.7162,0,971.8379,2349.8397,178.6848,58.3355,460.8664,1355.861,12679.125,546.846,378.4226,564.6376,4630.0466,2242.9124,310.7909,559.4681,325.9016,1948.709,982.3091,4632.229,904.6319,321.0218,0,7.9085,3.2674,2074.4642,263.2161,180.2749,446.2425,3086.9585,1091.9065,196.8135,731.1594,924,69.7459,2409.355,1260.6665,3685.1271,226.5096,1346.8648,12003.8459,412.3059,27.3529,326.2986,4837.8001,1665.2311,493.0714,1994.2434,2919.9269,49.6568,41.6317,140.661,1121.3103,1741.0546,86.4666,27503.3971,909.3978,2620.8148,254.0804,202.1889,31332.272,238.7811,96.3117,100.3081,86.948,558.3256,33.4264,734.984,48.8004,2505.8747,4687.4304,1370.1706,1113.3257,1912.9663,2375.0292,9714.94,19889.8087,10342.8247,4931.4034,751.2303,2753.2864,2107.827,1212.6333,32750.12,717.1948,6495.9067,1077.8347,5963.251,25084.316,19966.4492,362.9014,7634.7018,1974.5712,5527.8767,970.8194,2208.829,0,764.4578,139821.861,1110.6189,118656.035,17375.39,31044.684,21.3521,8924.6517,6833.2204,5353.9324,3082.1263,116.7672,2560.1099,8988.422,3207.9433,890.0205,16037.691,34337.121,15214.859,1814.5809,13374.887,2123.775,0,42583.898,133.8552,1816.1895,419.449,363.1771,18.2515,7.5841,217.0745,47.4702,1.3822,0,3.3296,0,62.6841
"Mongolia",289.32,99.7002,9.0056,1.6262,0,0.0011,0,0,0.0009,0.039,0,0,0,0,0,0,0,0,0,0.0126,9.0027,0.0207,0,0.0057,9.0013,0,0,9.0483,0.0133,0.7475,9,0.0003,1.3981,0.3925,9.0183,20.4245,1.2388,36.6052,24.8867,1.0756,45.408,0,0,10.9064,18.8344,0,0.2343,224.9353,63.67,9.7907,13.1777,15.5611,2.7722,9.5548,0,2.2146,0.0011,0.0008,0.2344,0.3205,0,0,0,16.6277,0.2519,2.2878,3.9048,0.1174,6.7542,1688.424,1.0211,2.5261,18.7876,49.0175,118.4796,0.0033,5.0633,0.562,23.3294,44.3042,1.5611,16.2181,0.0022,0,0,0,0,0,9,0.0145,9.0179,0,9,0.0228,0,9,0,9,9,9.061,0,0,0,9,0,9,0,0,0,0.0362,0,0,0,0,0,0,0,0,0,0,0,3.7625,9.0515,0,0,0,0.0032,0,0.0015,9,0.0847,0.0015,0.0003,0,0,0,0.0009,52.4963,0,0.0769,0,0.0066,0,3.7577,0,0,2.6569,0.189,27.8146,0.2986,1.5709,0.0011,0.012,1.18,2.6494,0.1232,56.2902,764.4578,0,5.4637,0.0736,412.4611,309.9609,8.4054,0,0.2334,0,9.0195,0.9648,0,0.2574,16.3003,0.0113,0.0176,0,44.0192,86.8214,9,2.1677,16.6271,0,25.3789,0,17.2524,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",13757.4,3574.4778,0.5271,2.8637,19.7452,92.2177,7.9626,12.6145,1.329,0.4255,0.0728,0.4322,1.8896,0,6.6379,6870.8256,1.0034,66.787,23.1553,121.8712,40.2481,35.063,15.0957,517.0498,96.2868,3.0888,0.9602,198.6245,274.1144,925.305,50.8068,33.0255,1174.2375,165.1282,144.2297,3371.6512,74.6277,138.5786,472.119,26.0931,159.3198,0,0,773.1943,423.0175,0,107.1274,105.8769,610.2885,43.1394,826.559,644.1862,360.4935,595.0412,0,52.9595,13.4492,4.4533,6.3749,53.5157,0,0.3953,0,98.3332,133.1981,22.4063,59.7018,17.2254,132.2552,2528.3021,67.8535,49.3587,52.2334,146.8182,49.3304,22.9145,10.8503,449.1287,5.0285,479.6569,7.987,171.5513,10.1357,0,0.2819,0.6294,298.6112,2.2615,5.0941,2.4477,0.0478,0.5699,1.3948,10.7819,13.7867,2.5151,65.7495,5.7833,97.4354,14.1948,2.5323,360.0625,0.3734,0.1473,44.2546,23.6625,30.577,1.9086,136.7864,138.4016,0.1421,0.2078,0.5465,37.9956,14.174,0,3494.2481,276.0718,15.4905,0.7479,2.2356,81.3207,0,0,0,0,5.0473,0.1222,67.6923,0,72.9808,102.9244,146.6551,55.4793,19.681,0,319.1925,1829.2523,2363.0469,398.8726,39.7664,170.2077,342.669,71.5,12182.6804,20.5687,7389.2079,121.157,5573.552,2273.6771,2852.803,0.6387,43.7491,42.6593,3.1524,6.9392,128.6646,139821.861,5.4637,0,30.7056,1066.506,17912.346,1775.9531,0,199.9902,737.2981,105.3101,424.2704,1.9249,6.9255,4256.5838,519.2515,7.7213,7210.0774,3331.165,13650.261,21.6822,3566.3019,1382.1719,0,2772.3965,382.0552,82.753,1.9755,4.9325,0,0,84.6585,1.717,0,0,0,0,33.3616
"North Korea",7.37,0.0084,0.7016,0,0,6.0725,1.5608,10.0388,3.1197,0.1735,9,2.6395,0.211,0,10.1233,0,0,0.3121,30.8179,0.6994,1.2535,3.287,0,4.8189,22.8004,14.3463,5.6568,0,0.0553,57.7051,0.3969,11.4036,23.3836,0,0.5783,0.4428,0,140.032,0.0271,0.112,0.8275,0,0,4.2085,0.2425,0,0.0735,9.591,0.1929,0.3212,0.0257,0.2059,0.1429,0.2174,0,0,0,0.7473,0.8107,0.0838,0,0,0,0.5985,0.1394,0.0111,0.3325,0.3322,0.0427,104.4785,0,0.0686,0,27.607,0.672,0.0004,3.3566,0.0004,12.234,0.5349,0,0.1266,0,0,0,9,0,0,0,0.0231,0.3471,0.003,0.0931,0.864,0.7666,0,9,9,46.5509,0.517,0.5554,0,6.1201,12.3519,0,211.1127,1.7776,1.0765,0.1411,1.1155,0.1601,0.3236,11.6791,16.478,11.4529,0,0,9,1.0156,0.661,9,1.8129,0,0,0,0,0.1032,0,0.0156,0,2.8902,2.4399,1.2664,0.5396,0,0,0,3.5888,0,19.1776,0,1.5739,0,9,1.3743,3.6219,0,1.5779,3.073,0,0.0439,0,17.1713,0,0,0,0.2794,1110.6189,0.0736,30.7056,0,0,0,151.0059,0,13.6037,5.7265,6.21,5.6675,9,0,94.1296,0.9169,9,0,1.0696,63.7255,0.1271,25.2157,10.4782,0,0.0257,7.9192,0,0,0,0,0,1.8448,0.0339,0,0,0,0,0
"South Korea",23225.003,3126.769,1106.4408,53.8932,19.655,148.148,23.5919,301.0255,11.571,1.7883,2.7424,3.6598,1.0097,35.6094,2.8861,12557.4098,6.3994,245.4271,18.1054,185.3387,58.7204,62.3661,159.6701,1089.8218,436.0828,7.982,2.1594,965.8176,233.4624,4866.6638,188.7359,171.5964,1890.7898,47.9378,303.5655,1843.0748,562.8641,19.7959,1124.1029,31.94,2370.229,0,0,2020.3257,354.6828,0,94.5394,10426.1438,2107.0053,577.9151,445.0153,1257.9824,3398.4352,2259.0159,0,682.6635,11.1957,9.8176,5.8563,81.7468,0,11.4328,0,1142.4575,1066.5075,1274.9076,59.3253,22.2273,245.2144,1190.063,110.222,16.5623,23.9937,382.494,175.1378,46.6978,61.0083,225.9273,1083.232,686.5159,2050.3045,605.6708,14.4034,0,0.1646,0.1744,96.8782,2.1961,35.8194,4.8039,35.0447,5.6696,100.2007,142.4202,123.2278,29.3428,3857.7325,7.8652,345.3686,5.4819,38.0091,579.5059,175.2072,104.9849,1.6172,46.9215,177.9204,9.994,250.0175,113.4138,0.4989,13.8631,2.2145,69.685,78.3582,8.629,1229.6505,87.0752,224.1285,15.2627,29.0721,339.8104,38.4959,0.3208,5.339,29.511,56.6791,0.4809,93.1192,22.8603,232.3225,230.2093,28.1257,691.1506,77.1518,0.2637,635.4106,5396.4473,7089.8491,490.1979,488.8802,350.543,486.3846,603.9813,27954.7209,1466.8251,17478.9131,341.273,24793.552,11811.4653,3823.2533,70.082,155.1817,48.5422,179.749,2111.7452,932.8537,118656.035,412.4611,1066.506,0,0,24190.035,6272.3761,2.8875,378.8292,905.245,287.8509,214.3282,3.6561,17.1775,3811.5425,234.8416,193.2732,13522.7871,1370.5114,13675.198,1822.2096,1573.5686,1597.364,0,9996.563,162.5415,181.9032,3.6945,11.2321,15.0011,0.5411,36.0972,1.4302,22.9201,0,2.8905,0,7.3702
"Japan",70209.5,2698.619,570.6459,19.3844,43.9162,325.6686,139.1386,14.8431,29.7775,90.8311,3.1085,6.7247,2.7054,9.0561,5.686,14564.9833,8.5083,17.9401,45.6236,137.9637,119.5878,184.4406,48.2474,1039.0554,243.5287,57.2038,12.1832,487.9018,1008.2212,3182.8673,136.4088,203.8053,5477.7563,308.5887,52.3234,2223.6763,2608.9717,8552.5009,6614.5476,131.5352,5730.5889,0,0,3425.7463,1411.8413,0,53.8957,6371.822,190.8631,833.6103,153.2345,527.2927,131.0423,6208.1763,0,207.9491,1.9656,17.7702,9.4087,56.8337,0,1.6218,0.7456,76.3989,26.7771,2.0959,31.5683,29.7088,227.5063,10030.559,99.71,52.1189,87.9387,523.1222,187.3345,93.0108,314.1907,287.3408,1117.7733,867.8749,25.7996,1712.5549,92.5054,0,1.4076,0.1625,2024.4181,1.1155,8.4421,105.099,6.5506,98.4229,5.1211,103.7068,30.835,35.306,1978.8087,3.0476,35.691,70.9793,1.0753,2839.0649,2234.957,2.0078,178.9091,20.1032,52.1316,173.3375,906.6333,116.873,4.2267,20.1004,0.997,12.8695,27.7059,0.6863,77.0853,225.2968,164.4706,29.4824,25.2364,2250.4483,22.6058,10.3312,5.1309,3.7571,78.4542,2.7291,112.9618,48.749,39.02,106.8105,160.5781,56.0605,109.1863,15.1067,6748.8534,2854.4266,1790.8841,697.4144,6.2932,264.0106,407.8788,405.6485,42340.8268,239.3976,11373.9341,443.7058,35083.2749,33165.1263,2309.7942,68.6774,61.5361,0.327,109.763,34.1464,127.4303,17375.39,309.9609,17912.346,0,24190.035,0,3461.9334,4.026,1086.6944,294.5428,404.6972,373.0631,6.3298,14.573,18953.451,406.6056,25.9946,2597.286,11868.656,12929.0976,4597.1537,3472.2402,9554.9,0,30889.416,529.4479,156.1006,120.7372,14.1116,27.6205,28.0379,5.236,3.8008,2.527,0,8.6292,0,16.4676
"India",19862.676,164.1235,796.4241,37.4913,63.0146,117.7723,35.6623,101.7515,6.9041,1.3564,1.4521,1.1551,2.0034,1.5971,1.3154,1140.466,26.5986,227.7477,54.8804,89.0376,82.9462,118.2226,12.8301,3152.8582,14681.7835,14.9149,8.8084,178.6268,102.1276,3270.4153,101.3524,90.7899,2506.5182,344.0058,145.5499,1857.1826,203.2257,3091.7,5103.3311,28.9761,893.2309,0,0,24151.4552,1030.6041,0,141.9253,5815.1431,347.6301,377.7616,114.946,167.1734,93.4945,1003.2607,0,71.1436,131.5831,6.8121,14.0421,132.2719,0,8.1063,0,202.6925,314.4376,34.1627,73.7216,34.2445,14.6802,698.2812,66.8982,27.3148,25.706,1292.8515,28.8501,66.7335,31.8274,908.1245,422.5971,940.8909,176.2942,205.1913,34.2873,0,0.7007,115.6847,481.1475,43.3362,50.0449,212.9703,735.5758,50.3436,91.3444,11.9798,404.6705,98.0893,161.4619,137.4203,674.5523,83.7376,19.1741,9975.4215,860.341,10.452,82.9577,137.2464,154.8315,536.2453,2810.9461,2658.5391,33.3783,96.1557,145.5082,392.2695,937.6448,12.8287,5635.0697,1214.7464,85.9944,185.6679,202.3382,1666.4189,193.1438,21.6497,129.1114,4.402,182.0339,9.7502,1234.9051,61.2903,311.6407,400.7448,195.3793,667.2082,589.4709,0,4590.2292,5479.9061,18642.4709,189.0844,209.2985,268.6386,414.9228,240.2241,23110.887,526.3759,16378.7034,157.1475,13551.6187,1938.571,46.1858,313.3875,44.9599,49.0009,40.2336,89.0468,136.6768,31044.684,8.4054,1775.9531,151.0059,6272.3761,3461.9334,0,148.3514,2098.7014,4691.7057,631.6534,2452.9104,116.7337,3277.8351,1954.5469,80.6487,61.6547,44.613,3848.6665,2120.5762,692.7785,375.2372,11268.1148,0,8551.2161,128.8812,284.897,2.7712,3.478,0.7437,0.0262,50.7592,1.8498,4.5714,0,0.0265,0,4.2663
"Bhutan",2,0.0051,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,9,0,9.0035,9,9.0269,9,0.1612,0,0,9,0,0.0006,0.0584,9,0,0,0.0133,9,2.0403,0,0.8368,2.8483,0,1.5445,0,0,5.8186,0.1404,0,0.0009,3.8366,0.0375,10.7837,0.0004,0.0027,0,1.0906,0,0,0,0,9,0.002,0,0,0,0,0.1469,0,0,0,0,0.0947,0.0018,0,0,0.0344,0,0,0,0,0.1323,4.683,0.1288,0.22,9,0,0,0,0,9,0,0.0929,0,0,0,0,0,9,0,0,9.0169,0,0,0.2802,0,0,0,0,0,9.0002,0,0.0058,0,0,0,0,0,0,0,0,0.0131,0,0,0.0135,0,0,0,0,0,0,0,0,0,0.0071,0.0127,0,0,0,0,0.0563,0,0.0014,0,0.0002,0,0,0,0,0,0.14,0.2691,0,0,0,0,0,0,0,0,21.3521,0,0,0,2.8875,4.026,148.3514,0,0.2901,22.8407,0,0.0203,0,1.3389,0,0,0,0,1.0659,8.7218,0,0.3863,0.0906,0,0.4244,9,0.0637,0,0,0,0,0,0,0,0,0,0,0
"Pakistan",2076.11,140.4117,0.0323,0.5579,6.7024,7.1542,2.1338,8.009,0.6286,0.0476,0.8043,0.4849,0,0.0068,9.1285,180.5568,2.6368,0.4589,1.8213,1.4589,0.8615,4.2853,3.0142,56.46,7.7394,0.5667,0.1291,7.1806,33.9887,68.428,1.9799,4.5122,59.7692,86.4844,12.0316,567.5609,23.3912,61.4721,24.3629,15.0027,199.6154,0,0,223.974,359.9302,0,109.5622,90.0631,47.6068,40.8575,11.5876,11.2495,21.4542,12.7431,0,2.4608,2.4971,0.9644,5.8629,2.1185,0,0.1305,0,7.9816,27.0805,1.1176,13.0582,0.553,87.6096,133.2303,9.9823,1.9543,10.1965,163.9634,30.9804,3.7506,2.27,1.0642,19.0118,132.1031,69.887,29.1108,2.8991,0,0,2.7018,2.8255,15.9959,6.1492,13.3514,133.8058,3.7942,2.2205,29.0813,52.7358,2.5964,7.4352,37.277,11.8214,0.3151,48.5929,36.7643,1.7521,0.1122,0.6636,2.9023,11.1902,7.864,123.6913,45.5991,8.1705,23.6691,104.7704,153.3583,10.917,0.5761,18.0847,59.4447,7.0095,4.0764,14.0726,43.7058,6.1459,3.3537,3.5441,42.86,68.1437,40.6139,27.0473,5.2627,238.6221,31.5708,23.481,18.5662,95.824,0,1170.6355,122.1607,116.0426,17.4489,31.6502,20.5913,53.2354,0,5609.8678,175.877,3141.2613,124.8564,138.2392,3634.9851,923.062,2145.6744,2.974,13.4344,2.0333,2.0074,6.6559,8924.6517,0.2334,199.9902,13.6037,378.8292,1086.6944,2098.7014,0.2901,0,468.8141,57.2899,289.0492,6.1176,0.0941,919.4403,46.7053,0.2306,62.1395,1605.2402,1002.2026,1.4522,23.1748,1388.2396,0,225.0171,0.2206,20.3949,0.0409,0.0294,0.0242,0,2.1258,0.0017,0.0018,0,0.1814,0,0.1238
"Bangladesh",4943.5112,619.6752,0,9,0,1.0916,0,0,0,0,0,0.1593,0.0877,0,0,97.1584,2.6624,8.6963,1.0567,1.2508,0.7545,4.8397,9.4326,31.8245,0,0.0832,0.0036,1.5279,13.6096,720.3188,1.0124,65.1862,32.4278,416.3273,85.4148,1944.387,65.7935,1971.4606,906.0761,4.0666,1217.083,0,0,117.8054,1388.3797,0,40.2221,2788.8196,126.3128,51.8718,2.8417,70.0967,72.7341,872.9829,0,1.0263,5.1793,5.1515,0,37.5686,0,8.1032,0,17.8913,15.3744,7.4582,6.0802,7.0117,3.8214,323.6998,0.8504,1.6054,1.9892,156.7466,115.7268,5.6917,0.3696,0.075,32.6366,319.5828,98.5905,357.6476,0.1003,0,9,1.7082,0.1907,0,40.1541,0.0658,4.7358,0,0,0.554,0.8469,23.4799,3.8911,0,2.1244,5.2208,10.3342,3.0273,0.6513,0.0642,24.3617,0,9,2.9176,3.4179,9.005,0,0,0,1.1432,1.5449,0,0,9.9495,51.4963,68.8326,6.0824,32.3665,0,0,0,0,1.0531,0,0.085,0,79.8111,13.1715,125.6403,0,40.9993,0,89.4631,758.7303,2.8613,203.2253,6.3743,13.6927,6.0461,26.2,691.0536,5.201,901.0205,20.2672,115.0534,620.2237,28.4054,1.8792,148.6973,73.6403,0.4623,554.5997,22.8075,6833.2204,0,737.2981,5.7265,905.245,294.5428,4691.7057,22.8407,468.8141,0,69.1021,14.6856,0.6787,1.4014,659.2713,4.2648,2.4856,424.6937,1885.0577,1846.6064,0.6433,2.3701,989.5071,0,155.5191,1.4431,50.9919,0,0,3.3123,0,7.6448,0,0,0,0,0,0
"Myanmar",128.77,0.1748,0,9,0,0.0718,0,0.0317,0,0,0,0,0,0,0,0,9,0.0716,0,9,0,0.497,9,0.1712,0,0.0013,0,9.0405,0.3271,13.4302,0,0.08,0.1408,5.3167,0.3539,42.4035,0.1117,7.173,15.0214,0.2019,37.8309,0,0,4.5057,17.1906,0,0.0966,104.2539,2.5155,14.636,0.2759,0.2648,0.3237,54.3801,0,0.0726,0.0644,0.0857,9.2448,0.3386,0,0,0,0.2242,0.4628,0.6983,0.0707,9.0152,1.218,51.4013,0,0.0081,0.0105,18.2912,2.1142,0.1604,9,0,2.4952,1.6323,0.904,0.07,0.091,0,0,0,0,0,0,0,0,9,0,53.8431,9,9,0,3.2455,13.9516,0.1245,4.63,1.4972,0,10.6929,0,9,9,0,0.3829,2.914,0,0,0,0,0,0,0,9,0.0009,0.0379,0,0.4641,2.708,0,0,0,3.7513,9,0.8537,0,0.0038,0.0262,0,0,0,0,0.1436,19.7471,0,0,9,0.4973,0.3783,1.9,13.1483,0,13.5269,2.6497,6.065,56.433,18.0101,0,0,0,0,0,0.4431,5353.9324,9.0195,105.3101,6.21,287.8509,404.6972,631.6534,0,57.2899,69.1021,0,7.7319,0,0,82.5115,0.4798,0,127.126,586.0533,2293.7447,0.5636,0.4133,538.8608,0,100.6721,0,17.0926,0,0,0,0,0.0982,0,0,0,0,0,0
