"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Qatar",223.8005,16.1065,9,0.162,0,0.1313,0,4.7595,0.0001,0,0,0,0,0,9.0213,12.9096,0,0.6655,0.0296,0.0537,0,0.1564,0.5088,0.1508,19.5265,0,0,0.1189,0.2195,37.2505,0,0.0028,2.2569,13.1054,0.0049,303.6203,19.0832,83.9448,40.4612,0.8366,317.9412,0,0,58.0014,218.9189,0,4.7998,445.7466,2.6008,20.6169,3.8483,8.3049,1.6876,335.174,0,0.8013,0,0.0006,2.5231,0,0.0565,0.8498,12.2239,2.7182,1.0471,9.005,7.4857,4.8953,0.0376,0,0.2885,12.8214,0.0007,0.0031,0.002,0.0078,13.5039,31.9205,8.522,19.4314,0.0084,0,0,0,0,0,0.015,2.0966,0,0.0081,0,2.4826,0,0.0421,0.029,1.1596,0.0096,0.07,0.1721,0.0352,0.0066,0,9,0.0103,0,0.1508,8.6562,5.2488,0,9,0.5342,0.0417,4.1605,0.2181,0.0077,18.6694,0.0017,0.1899,1.0099,32.9576,0.0041,9,0,0.1833,0.4526,9,0.2367,0.008,7.8436,1.8639,3.491,0.7214,0.1523,4.9903,20.9658,4.3068,23.4342,4.4009,0.906,3.8918,0,121.7351,2.5837,15.3953,25.6365,0,145.1489,12.2222,1.5179,0.0077,0,0,0,0.0685,133.6658,0.4132,57.34,0,2897.189,6003.6755,14.4616,0.3031,2.0906,3.6743,0.379,10.1559,0.1658,1.4839,431.1562,0.1726,9,24.91,45.0305,1330.562,0.1525,119.1093,33.8413,0,38.8631,0,67.7923,0,0,0,0,0.0041,0.0539,9,0,0,0,0
"United Arab Emirates",1408.4001,195.6491,0.2,0.8,0.0181,0.3931,0.6772,0.2791,0.1335,0,9,0.2076,0,0,9.0015,105.9,0,12.915,0.2914,1.385,0.0653,1.2993,0,0.3726,1.322,0,45.975,2.56,0.2242,383.737,1.8905,0.4987,51.1063,55.1143,0.6511,630.5256,92.6206,298.1528,64.2111,28.0117,2052.14,0,0,1092.9525,344.1736,0,24.7938,2861.451,23.6923,144.4525,186.275,190.2407,13.4829,1472.705,0,10.0142,0.5954,1.6635,3.2625,0,0,20.3814,8.7807,10.8946,12.5135,0.5402,47.55,256.698,0.01,1.827,0.9349,71.1822,36.4161,12.0284,18.8862,25.1098,368.6299,261.1328,54.7124,105.7125,0.4175,0,0,0,0,3.8051,9,16.554,4.1715,0.4226,1.1903,0.276,7.1665,0,9,9,8.8579,0.9801,5.106,368.7546,0.4482,0,0,9.8362,0.3,67.9175,394.228,81.9929,0.0014,7.113,61.8912,9.2506,33.8,0,0,10.545,60.186,0.8087,0,187.3552,0,0,0,0.3,24.0883,6.2064,16.5857,6.6473,63.6725,56.3492,16.4735,67.4541,53.6862,2754.3,599.0034,2.2,84.033,7.5148,67.7616,46.9322,0,400.7907,386.134,140.1467,122.6539,145.1489,0,1392.7789,0.5335,95.5043,13.1,7.6926,0,18.7447,2296.0408,0.0615,307.6937,0,4476.6932,10920.4459,1434.976,0,1049.9023,176.6377,10.9,83.26,35.5935,10.5,1496.1839,0.482,0,14.8,401.9297,1221.9027,2.656,408.3731,454.1239,0,10.2662,0.1591,265.5877,9,0,0,0,0,0,0,0,0,0,9
"Oman",338.8346,18.9542,0,0.0049,0,0,0.0062,0,0.0036,0,0,0,0,0,0,2.6763,0,0.1149,0.0168,0,0,0.1588,0,0.033,0.0391,0,0.0003,0.0185,0.0019,57.8499,0.0136,0,7.8481,20.2565,0.0094,227.9821,26.6282,97.8012,56.7798,0.1351,144.5452,0,0,46.5171,29.1197,0,0.6891,281.2755,2.9653,19.8948,24.1129,20.1658,1.1431,144.3397,0,1.7645,0.1183,0.0035,0.3212,0,0,1.99,7.4591,4.2081,0.2547,0.0004,1.1125,17.7544,0.1225,0.2221,0.1918,166.8994,0,3.8851,0.3665,0.2076,16.4312,55.6632,5.589,41.9712,0.0283,0,0,9,0,0.585,0.3215,0.3135,0.1088,2.2736,0.865,0.0538,0.0238,0,0.6277,0.7501,1.3426,0.0137,0.2202,2.5168,0.1162,0.2964,5.4471,0.0017,0.1491,0.2659,0.3835,12.6379,1.2016,1.3128,9.7478,9.369,8.9349,1.5825,1.0384,0.0294,5.241,0.302,0,20.1118,0,9,0,0,0.1067,0.2539,0.7045,0.0185,0.7367,1.1155,0.4742,42.251,13.32,41.7134,50.0736,25.952,20.8336,8.454,1.9673,2.4509,0,72.1782,54.1068,14.0059,109.3108,12.2222,1392.7789,0,15.6321,4.3577,0.1,0.0056,0.6107,2.392,1843.0287,0,120.1512,0,2107.4443,1390.0583,246.1344,0,38.6928,0.1839,1.1518,2.2147,0.4947,0.3722,1337.4976,0.215,9,0.2762,381.3762,125.4525,0.1015,22.118,38.2321,0,147.3575,0,103.4833,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan",3.76,6.0262,0,0,0,0,0,0.0591,0.0147,9,9,0,0.0014,0,9.0268,0,0,0.3515,0.3294,0.0004,0,0.1371,0,0.1434,0.016,9,9,0.0039,0.002,0.1324,9,0,0.0352,0.0443,0.0293,16.9666,3.1241,17.6074,0.2336,0.0208,4.2729,0,0,0.1108,2.8018,0,0.2957,98.2869,3.3084,3.9343,3.1748,1.4126,1.1599,20.8381,0,0.0038,0,0.0139,1.4342,0,0,0.4276,0.3741,0.0459,6.1877,0.002,2.079,53.4008,0.089,0.4034,0.0001,8.3209,17.0376,0.016,0.0299,0.6754,6.281,0.8813,2.885,6.2359,0,0,0,0,0,0,0,0.0056,0.0929,0,0,0.0016,9,0,0,0,0,0,0.0187,0.0743,0.0017,9,0,9.0052,9,0.0935,70.9237,0.3682,9,9,0.0099,9,0,0,0,0,0,0,0,6.3691,0,0,0,0,0.0825,0,0.0171,0,0.0688,2.551,1.4867,0,0,1,37.4537,0,0.0543,9,0.3974,0.688,0,0.2635,0,0.1829,0.1629,1.5179,0.5335,15.6321,0,80.8897,4.78,6.6798,0,54.3869,30.3292,0,0.0391,0,136.8877,112.1362,101.7244,0,418.2493,0.5243,0,0.258,0,0,11.6932,0.0368,0,0,1.9924,1.8559,0.047,0.2879,17.6027,0,2.3296,0,0.5746,0,0,0,0,0,0,0,0,0,0,9
"Turkmenistan",34.3673,4.9371,1.6514,0,0,0,0,0,0,9.297,0,0,0,0.4381,0,0,0,9,0,9,0,9,0,0.0005,0,0,0,0,0,6.7411,9,0,0,0,0,13.8835,1.4642,7.6287,7.9286,13.2434,80.8579,0,0,48.6101,16.9981,0,4.5817,30.3213,40.9855,16.3711,1.7641,9.0814,1.269,134.0965,0,2.9485,1.4708,0.312,0.4654,0,0,0.1804,33.1689,4.692,4.4372,9.7439,50.9309,510.7973,0.8611,1.2008,2.7464,1363.5281,45.61,79.5638,43.6085,141.454,8.7895,3.998,0.34,4.1364,0.5903,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0.4286,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9.2013,0.0634,0,0.0249,9,0,55.2505,112.8821,9,0.0567,0,0.0038,0.3748,5.1795,21.3578,0,0.1896,0.3324,0.0077,95.5043,4.3577,80.8897,0,27.7584,6.6677,34.0322,27.6416,101.051,0,0.0875,4.7831,0.3805,0.9659,10.2385,0,3.2977,7.231,0,0.2184,9,0,0.3757,0,0,0,1.2425,4.0743,0,0,2.1508,0,0.2658,0,0.2064,0,0,0,0,0,0,0,0,0,0,0
"Tajikistan",2.4,0.5683,0,0,9,0,13.1,0,9,9,0,0,0,0,0,9,0,0,9,0,9,9,0,0,0,0,0,0.0085,0.0009,25.9999,9.0406,9.0999,0.0006,0.7059,0,1.4031,0.0868,2.1958,7.988,0.0355,10.021,0,0,2.9486,2.3612,0,3.7025,5.917,17.8924,1.334,77.314,16.1966,0.44,28.2444,0,0,0.0073,1.1773,3.164,0,0,3.8325,8.2921,0.1,29.3257,0.086,38.15,110.1665,15.66,11.596,6.8739,58.4337,5.5934,0,0.8731,61.3159,0.8,0.6987,37.2253,0.0964,0,0,0,0,0,0,0,9,0,0,0,0,8,0,9,9,9,9,0,0,0,9,0,0.1,0,9,0,0,9.1,0,0,0,0,0,9,0,0,9,0,0.1,0,9,0,9,0,0,0,9,0.3171,19.1281,0.1831,0,9,8.7,27.4986,0,0.0023,0.1,0.0502,0.3,0.4,2.4483,0,0,0,0,13.1,0.1,4.78,27.7584,0,24.4313,58.89,88.5449,8.998,0,0.1,0,2.834,6.8425,0.2149,0,0.1597,2.4808,0,0,9,0,0.0746,0,0,1.8,0.049,0.1,0,0,0.0615,0,0.2991,0,0.0035,0,0,0,0,0,0,0,0,0,0,0
"Kyrgyzstan",36.1311,6.2356,0,0.0013,9,9,9,9,0,9,9.0015,0,0,0,9,0.1452,9,0,0,9,0,0.1134,0,0.0022,0,0,0,0.3824,0.0013,0.3052,9,0,0.7542,0.0245,0,2.288,0.1015,11.7888,0.0904,0.0517,3.022,0,0,2.2841,0.0797,0,0.6077,34.076,4.0231,3.1285,2.1013,1.7333,0.1516,4.8156,0,0.0007,0.03,0.0308,0.0201,0,0,0.5,1.0551,0.0505,0.4629,0.6901,4.9962,72.8912,0.3281,0.5938,0.311,8.264,2.5087,0.0026,0.1972,0.4371,4.4883,1.779,1.2202,2.8344,0.7219,0,0,0,0,0,9.0526,9,0,9,9,0.002,9,9,0,0,0,0,0,9,9,9.0206,0,0,9.015,0,0.082,0,0,0,9,0,9,0,0,0,0,0.0009,9.0403,0.3713,0,0,9,0,0,0,0,9,0.0397,0.0062,0.0009,0,9,1.0508,15.083,0.1551,0.0419,0.298,0.0896,0.3234,0.2611,11.5391,0,9.05,0,0,7.6926,0.0056,6.6798,6.6677,24.4313,0,21.3301,116.1263,8.5342,0.9528,0.1423,0.2371,11.3229,4.9197,3.2067,0,0.5227,0.054,0,1.7415,9,9,0.0783,0,0.0036,0.0185,1.3502,0.263,9.0081,0.0111,1.4266,0,0.0887,0,0.0366,0,0,0,0,0,0,0,0,0,0,0
"Uzbekistan",194.98,7.0312,0,0,0,0,0,0.0139,0.0005,0,0,0,0,0,0,0,0,0.0474,0.0028,0,0,0,0,0.0119,0,0,0,0,0.102,2.9824,0,0,0,2.8844,0.0515,14.6997,1.8193,29.2998,25.1526,1.0004,23.4617,0,0,20.0451,3.0606,0,17.7136,197.7116,4.9042,5.7126,2.6998,12.3018,0.4465,10.8341,0,0,0,0.0438,0.6808,0,0,1.6498,23.1063,0.002,1.6348,0.9942,12.23,73.1566,7.894,0.3757,1.4517,68.4842,13.2425,0.9745,0.2314,0.4375,12.9925,11.0083,0.5769,6.6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,9,4.3174,0,0,0,0,0,0,0,0,1.056,0,0.9066,0,0,109,52.8027,0,0.2121,0,0.815,0.3668,5.13,0.7028,0,9,9.4063,0,0,0.6107,0,34.0322,58.89,21.3301,0,61.9622,37.2805,0.0047,5.7176,0,192.8948,45.0731,12.0211,0,2.3188,101.1998,0,0,9,0,0.7006,9,0,2.2,0.0908,0,0,1.5506,1.8979,0,1.4438,0,0.3628,0,0,0,0,0,0,0,0,0,0,0
"Kazakhstan",61.3398,41.6983,10.2505,13.6435,0,2.533,0,0.0448,0.0011,0,0,0,9,0,0.0456,5.1962,0,0,0.0019,14.1966,2.1032,0.0198,0.4052,3.7975,0.0828,0.0251,0,0.1509,9.7044,84.5496,2.0772,0,1.4854,0.7781,0.0095,164.1208,12.2521,197.4217,18.5516,2.993,310.7639,0,0,21.039,145.7553,0,32.8112,837.116,6.1202,161.9798,10.9021,27.9969,62.6457,326.6934,0,0.0067,0.2466,0.134,6.6614,0,0.0553,9.1894,87.3016,2.1955,119.4599,38.897,218.0241,620.4629,22.0208,10.6039,7.7918,168.7284,81.897,7.3575,3.2069,125.02,101.6093,110.385,9.403,26.2277,0.5912,0,0,9,0.008,0,0,0.0036,0,0,0,1.9883,0.0015,0,0,0,5.2834,0,0.0719,6.2376,0.0074,0.0009,0,0.0206,0,1.181,1.2955,0.0035,0,0,0.0031,0,1.6784,9,0.0193,0.0534,0.1028,3.0012,0.5413,6.8588,0,0.0001,9,0,0.002,0,0,0.3094,1.9902,3.596,2.2879,0,0.5622,291.1973,57.6212,0.3643,0.5901,9.1543,18.2043,4.7015,34.782,12.2626,0,0,0,0.0685,18.7447,2.392,54.3869,27.6416,88.5449,116.1263,61.9622,0,1197.6381,4.8848,6.347,10.8854,38.5122,58.2057,62.9047,0,1.9628,10.2374,0,2.7436,0,0,20.8009,0.0037,0.0063,41.8527,29.0151,12.6336,0,0.3787,65.0222,0,16.3595,0,1.001,0.0469,0.0047,0,0,9,0,0.0478,0,0,0,0
"China",127142.543,9942.4814,135.1514,134.2244,21.492,182.7859,12.9228,64.264,34.1939,35.8204,0.342,2.7684,2.041,3.116,0.2854,9063.8063,11.7157,286.2794,46.7904,106.1209,86.0605,694.4857,20.6989,635.6618,350.5704,19.4584,7.4181,250.4515,401.5474,3960.1506,78.6009,230.4037,685.0073,2168.4098,14.6521,16589.587,141.4133,15086.6743,2115.6074,1686.8072,3064.6076,0,0,3183.918,4915.012,0,191.8301,932.132,2570.6164,279.558,3098.4374,2629.8181,46.0836,3493.9289,0,188.3778,65.8952,35.9285,427.0292,0,6.2656,300.0082,1385.1117,248.7397,238.4188,13.6512,193.585,6952.5318,322.0887,51.5978,299.3198,762.0245,42.161,28.8361,12.7623,57.7122,841.098,374.9006,918.6114,893.1973,84.0705,0,0.2214,13.5444,405.0496,141.3744,21.5267,51.8757,4.3484,55.5537,51.7598,86.3803,74.0104,3.6861,6.7918,28.7243,347.9807,8.7284,29.675,1141.8097,293.5097,0.2542,1.1372,789.4317,30.9413,69.7773,71.337,178.1011,5.1456,6.6159,2.6313,71.9764,234.5077,5.467,2022.0113,2.8707,2.1808,162.6622,14.9273,312.7893,0.517,100.9659,24.0848,5.2134,205.2761,0.8145,222.948,3.558,316.7713,625.5837,177.6265,164.2901,1058.9104,1974.5015,2059.1164,61.4044,369.1761,526.6793,527.3161,432.0366,238.8812,3182.0914,1156.8869,201.1658,69.897,133.6658,2296.0408,1843.0287,30.3292,101.051,8.998,8.5342,37.2805,1197.6381,0,78.0883,51193.623,302.3736,29817.47,25018.645,2329.8706,2.0967,74.983,1410.8373,848.9229,786.2037,10.8554,84.5477,5982.0525,601.5348,104.8536,2335.0482,10198.3643,8058.586,162.5398,6665.7698,4142.3093,0,2157.5759,164.1639,448.2579,3.7554,29.6014,0.9906,0.1128,41.9107,2.3375,0.1954,0,0.189,0,2.962
"Mongolia",171.3174,9.3936,9.0005,0.003,0,0.0008,0.0003,0,0,0.0012,0,0,0,0,0,0.0022,0,0.0009,0.0093,0,9,0.0177,0,0.019,9.0003,0,0,9,0,0.1935,9,0.0056,0.0179,0.5308,9.003,0.8527,0.1181,1.9893,5.0549,0.4536,9.7245,0,0,2.9766,8.0473,0,0.0108,31.2085,7.9557,5.0705,3.7221,5.6557,0.0877,8.7254,0,0,0.1024,0,0.0032,0,0,0.2876,0.0623,0.0034,1.4975,0.1175,0.2509,229.8793,0.1917,1.4148,0.1942,1.1932,2.9567,0.0092,0.5098,0,2.6482,1.0741,0.2391,3.9141,0.0039,0,0,0,0,0,9,0,9,0,9,0,0,9,0,9,9,9,0,0,0,9,0,9,0,0.0479,0.003,0.1384,0,0,0,0,0,0,0,0,0,0.0759,0,0.0496,9,0,0,0,1.0292,0,0.0076,9,0,0.0275,0.0122,0,0,0.0845,0.5223,0,0.0503,0.0615,0.2314,0.1083,0.6817,0.3082,0.0588,0.858,0.0365,0.4132,0.0615,0,0,0,0,0.9528,0.0047,4.8848,78.0883,0,1.9072,0.0623,63.7295,56.5163,0.1672,0,0.0637,0.0104,9.0016,0.069,0,0.086,1.4174,0,0.0058,1.7123,4.539,10.1198,9,0.5203,2.7214,0,19.3404,0,0.7906,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",15530.1,2112.9,57.7975,16.8378,4.9198,125.9579,21.9417,31.3877,5.4455,1.3182,0.3872,0.5291,1.5503,0,0.2782,2612.0313,6.3039,101.4754,20.6308,0,17.6804,27.8803,12.6288,108.2727,0,1.7634,1.4451,64.5764,32.9426,21.5713,7.2116,6.9184,347.1347,4.6403,15.8045,2206.6022,1209.0873,4142.2467,237.5615,587.9488,21.1401,0,0,587.6093,620.6923,0,82.3601,1823.3833,513.4763,108.8244,719.115,605.3635,12.5794,632.2837,0,30.6892,1.5476,8.472,105.3647,0,0.8164,63.6519,166.1971,41.4867,56.9847,3.3437,155.6,568.3521,53.55,17.2063,59.9867,103.0257,2.3257,2.7936,0.4294,1.4266,133.7964,81.5416,290.4063,235.6067,3.834,0,0.0543,0.0286,48.2932,0.7702,10.0426,0.4085,5.0998,0.6415,0.3063,5.2432,2.2673,0.6098,1.006,1.3908,16.1044,17.1376,55.7244,21.6509,6.8365,0.195,2.6094,442.8129,0.4906,2.0233,17.6521,3.3909,0.1301,0.1122,0.1456,15.7894,15.1177,0,673.6168,1.8722,4.8828,8.9226,5.1369,17.7098,0,0,0,0,25.8781,0.0121,39.881,1.2406,85.4911,30.3402,43.2776,14.012,5.6301,1467.8518,622.495,343.6398,57.0474,96.0531,53.7682,128.32,89.2,3537.7384,18.0495,1732.7648,127.2974,57.34,307.6937,120.1512,0.0391,0.0875,0.1,0.1423,5.7176,6.347,51193.623,1.9072,0,14.8854,1164.9278,17055.612,198.4232,0,0,332.4058,94.271,263.98,1.5125,15.7,638.6845,183.6449,0.3409,2166.3,354.4524,426.5297,19.8611,631.3793,1356.0231,0,30.0693,4.2181,46.0205,80.1574,1.9693,0,0,7.7972,0.2482,0,0,0,0,25.9589
"North Korea",8.59,23.7584,0.1954,0,0,0,0.7445,2.7963,0.0452,0.0483,9,0.7352,0.0289,0,9.3129,0,0,5.1697,1.933,0,4.9822,1.4076,0,17.764,0.2175,7.2667,0.8571,0.2252,0.747,8.7401,0.2964,3.6974,1.006,0,0.2187,15.4906,4.5481,96.6172,9.3166,1.9798,3.7861,0,0,5.6096,5.7134,0,0.0962,52.6395,6.2849,0.9315,1.4638,2.7268,1.1242,27.1838,0,0,0.3305,0.0553,0.997,0,0,2.5661,0.6244,0.0081,1.1517,0.0291,2.347,118.7334,0.219,0.0058,0.2722,4.6967,2.5401,0.1491,0.0301,0.5883,1.4165,6.3635,0,11.5458,0.2041,0,0,9,0,0,0,0.287,0.5223,0.0008,0.1996,1.37,1.3148,0,9,9,12.9668,2.0157,0.1547,0,1.7047,9.9337,0,143.2781,0.4951,0.0971,2.4632,0.3107,0.001,0,9.7463,11.083,1.5409,0,0,9,0.0138,0.0328,9,6.921,0,0,0,0,0.0791,0,0.6859,0,0,129.3918,0.8766,0.1042,0,0,0.7943,0,14.732,0,3.8989,0.5249,9,24.6415,0.9506,0,0.4395,0,0,0,0,4.7831,0,0.2371,0,10.8854,302.3736,0.0623,14.8854,0,0,73.3638,179.3457,0,1.5395,7.037,1.7298,0,9,0,173.5933,0.0667,9,0,7.6277,64.8255,0.0354,0.3956,1.7952,0,4.1252,2.2059,0,0,0,0,0,0.5139,0.0095,0,0,0,0,0
"South Korea",13411.098,2171.8652,999.6995,1.8794,5.1668,6.4046,10.5603,21.0252,6.3663,10.7709,0.9397,0.8217,0.1189,2.477,0.4171,4217.3756,2.8261,472.9895,9.6478,51.4679,24.0862,37.1019,115.3223,254.7689,56.806,1.987,0.0521,69.4108,41.1984,432.5374,5.6437,18.0588,521.0738,223.3508,25.0452,1580.4072,99.688,1257.3274,342.7667,121.7755,251.0645,0,0,1057.5148,1853.1726,0,218.6288,417.4087,570.8551,23.9407,930.764,308.9542,102.9178,521.549,0,49.8099,5.2003,13.8964,156.9169,0,6.0259,70.8354,2369.3645,23.6181,55.6112,9.7599,183.84,1209.4619,66.173,16.261,89.9386,13.973,13.6817,9.5883,10.593,15.9597,243.0802,35.2898,83.7658,237.7191,18.7406,0,0.1313,0.0132,0.3029,0.7867,0.2728,8.3516,3.2559,3.277,0.143,35.3039,124.5156,3.7891,1672.8941,2.1867,66.8359,0.8663,43.7117,325.8355,116.9685,0.6886,0.6251,367.9104,0,4.4695,37.3326,16.3555,0.5405,0.4094,0.606,9.1046,24.1937,1.444,240.4057,8.496,38.1063,10.2468,2.7151,174.3843,1.093,2.986,2.113,1.059,13.5596,0.0782,24.142,0.1422,125.9438,55.3941,61.9876,145.5442,17.8992,645.699,1234.3163,18.0935,3.8295,299.0387,73.4454,128.793,260.245,7908.1429,172.4329,2868.0889,193.3242,2897.189,4476.6932,2107.4443,136.8877,0.3805,2.834,11.3229,192.8948,38.5122,29817.47,63.7295,1164.9278,0,0,18382.336,1269.6342,1.889,117.3059,337.9061,173.1151,252.254,1.5027,42.279,1021.5239,76.53,8.5279,2114.6999,305.4942,870.3743,469.933,436.781,3684.4312,0,2500.3354,44.0375,212.8446,1.0053,22.6303,0.123,0.098,11.6597,0.4841,1.686,0,2.903,0,4.5159
"Japan",61341.235,3270.5362,323.1849,37.0471,26.3678,157.9325,142.699,143.4117,52.9022,8.2472,10.5729,9.3793,6.5728,5.8929,7.2464,6573.2879,7.4639,187.0254,98.0798,117.8413,76.0924,100.5548,90.7224,405.3175,14.7684,12.9614,5.796,85.9598,236.2402,111.0193,57.4064,21.842,1888.1118,40.784,29.814,7633.6744,1537.9654,8065.3274,5269.2094,118.7281,197.6406,0,0,1761.5852,2908.4735,0,589.372,7228.344,1140.9655,42.3436,1550.8963,1064.392,2.9342,132.6827,0,33.5333,7.5646,15.6499,181.4578,0,0.2997,171.5945,1797.1678,246.8095,110.5058,11.045,234.6816,2419.3975,302.529,15.355,195.6399,267.1197,31.7453,14.2806,0.202,98.8318,43.2266,139.0315,160.4367,1900.3683,7.7877,0,0.3066,1.2447,3.9851,5.102,5.4648,40.6093,29.6682,37.6686,17.7451,37.9404,26.8716,6.6734,694.9623,5.1423,35.6633,7.409,115.2638,523.4664,129.1456,0.3076,1.5637,11.7579,6.4911,80.3136,220.4655,13.6108,6.6054,7.7213,0.346,26.0664,33.3464,2.1727,23.9226,15.7334,44.5295,126.3289,6.7894,946.0899,0.6656,0.2193,17.0641,2.0604,1.8243,14.5504,71.6672,13.4278,84.2318,243.6299,167.7218,213.8195,419.2765,6480.7949,1718.223,25.3493,205.0887,154.2348,264.5064,125.6821,152.2129,10746.4969,9.6633,3405.6137,238.7448,6003.6755,10920.4459,1390.0583,112.1362,0.9659,6.8425,4.9197,45.0731,58.2057,25018.645,56.5163,17055.612,73.3638,18382.336,0,285.8698,9.7554,727.5253,435.5641,2.6105,255.2927,4.9287,17.1233,6377.153,14.3003,7.6399,106.2334,1689.194,9903.3944,1693.4746,607.1772,12124.1712,0,3339.175,245.7866,117.9514,14.6013,14.0238,17.0777,1.7474,10.326,8.5789,12.0203,0,5.3319,0,28.7075
"India",8861.8196,432.6967,3.398,3.1104,7.464,14.72,9.812,16.7933,3.0332,2.2847,0.4593,0.4535,1.6011,3.1302,0.2815,548.7148,2.332,22.0569,10.1608,6.6678,10.7885,7.0993,6.9507,101.2529,21.819,4.5985,0.0043,9.75,13.5892,220.185,5.4158,5.3485,59.1494,357.8533,4.2251,388.5257,9.6784,826.5168,1998.5842,23.5947,314.1843,0,0,2687.8449,903.9163,0,165.1868,133.8001,178.6976,57.4885,104.8365,27.1618,6.1135,889.7875,0,15.7979,4.4735,4.1585,38.6469,0,1.0208,18.7319,177.9205,30.7336,12.7417,5.4926,12.7203,288.6498,13.7418,8.2185,21.6595,71.1259,21.7917,12.5792,0.2644,32.6971,177.3015,386.2848,117.6144,95.8395,12.5628,0,1.5438,47.9985,0.5274,11.1776,14.0028,100.9906,34.7618,20.494,16.0692,26.3872,16.251,8.0521,10.9468,7.6678,150.3988,10.5133,21.8582,301.1698,8.5315,1.2871,0.5679,5.5882,10.3141,100.1294,155.2168,71.9958,6.6303,5.8588,24.6553,69.9709,133.1395,0,66.6673,48.281,16.8689,6.3853,35.8343,1493.5785,6.1137,5.113,6.0025,23.6491,47.3043,2.9237,185.2909,7.6014,77.7962,115.5102,4.6265,11.7822,85.2791,685.3074,652.9566,120.9947,16.2575,193.8456,75.4284,143.7904,220.9167,411.9946,191.6351,180.4168,33.293,14.4616,1434.976,246.1344,101.7244,10.2385,0.2149,3.2067,12.0211,62.9047,2329.8706,0.1672,198.4232,179.3457,1269.6342,285.8698,0,29.5619,171.9394,1420.4861,296.1674,907.4007,47.3829,626.7295,327.4054,18.5501,0.6577,421.1434,1228.9214,478.9147,6.9882,181.654,1271.172,0,1618.5534,4.4525,27.114,10.8631,3.107,0.0208,0.0288,22.5489,0.0138,3.2187,0,0,0,0.5155
